﻿Index,Month,Borough,Category,Event Type,Events
"1,633",2019-11,Manhattan,Television,Rigging Permit,4
"1,634",2019-11,Manhattan,Television,Shooting Permit,269
"1,635",2019-11,Manhattan,Theater,Shooting Permit,3
"1,636",2019-11,Manhattan,Theater,Theater Load in and Load Outs,139
"1,637",2019-11,Manhattan,WEB,Shooting Permit,17
"1,638",2019-11,Queens,Commercial,Shooting Permit,2
"1,639",2019-11,Queens,Film,DCAS Prep/Shoot/Wrap Permit,1
"1,640",2019-11,Queens,Film,Shooting Permit,25
"1,641",2019-11,Queens,Television,Shooting Permit,210
"1,642",2019-11,Queens,WEB,Shooting Permit,2
"1,643",2019-11,Staten Island,Film,Shooting Permit,1
"1,644",2019-11,Staten Island,Television,Shooting Permit,5
"1,645",2019-12,Bronx,Still Photography,Shooting Permit,2
"1,646",2019-12,Bronx,Television,DCAS Prep/Shoot/Wrap Permit,5
"1,647",2019-12,Bronx,Television,Shooting Permit,30
"1,648",2019-12,Bronx,WEB,Shooting Permit,1
"1,649",2019-12,Brooklyn,Commercial,Shooting Permit,19
"1,650",2019-12,Brooklyn,Documentary,Shooting Permit,1
"1,651",2019-12,Brooklyn,Film,Shooting Permit,44
"1,652",2019-12,Brooklyn,Music Video,Shooting Permit,5
"1,653",2019-12,Brooklyn,Still Photography,Shooting Permit,9
"1,654",2019-12,Brooklyn,Student,Shooting Permit,1
"1,655",2019-12,Brooklyn,Television,DCAS Prep/Shoot/Wrap Permit,1
"1,656",2019-12,Brooklyn,Television,Shooting Permit,168
"1,657",2019-12,Brooklyn,Theater,Theater Load in and Load Outs,18
"1,658",2019-12,Brooklyn,WEB,Shooting Permit,11
"1,659",2019-12,Manhattan,Commercial,Shooting Permit,29
"1,660",2019-12,Manhattan,Documentary,Shooting Permit,6
"1,661",2019-12,Manhattan,Film,Shooting Permit,39
"1,662",2019-12,Manhattan,Film,Theater Load in and Load Outs,1
"1,663",2019-12,Manhattan,Music Video,Shooting Permit,1
"1,664",2019-12,Manhattan,Still Photography,Shooting Permit,10
"1,665",2019-12,Manhattan,Student,Rigging Permit,4
"1,666",2019-12,Manhattan,Television,DCAS Prep/Shoot/Wrap Permit,6
"1,667",2019-12,Manhattan,Television,Rigging Permit,3
"1,668",2019-12,Manhattan,Television,Shooting Permit,214
"1,669",2019-12,Manhattan,Theater,Theater Load in and Load Outs,117
"1,670",2019-12,Manhattan,WEB,Shooting Permit,40
"1,671",2019-12,Queens,Commercial,Shooting Permit,6
"1,672",2019-12,Queens,Film,Shooting Permit,12
"1,673",2019-12,Queens,Television,Shooting Permit,165
"1,674",2019-12,Staten Island,Television,Shooting Permit,7
"1,675",2020-01,Bronx,Commercial,Shooting Permit,1
"1,676",2020-01,Bronx,Film,Shooting Permit,1
"1,677",2020-01,Bronx,Television,DCAS Prep/Shoot/Wrap Permit,4
"1,678",2020-01,Bronx,Television,Shooting Permit,21
"1,679",2020-01,Brooklyn,Commercial,Shooting Permit,13
"1,680",2020-01,Brooklyn,Film,Shooting Permit,8
"1,681",2020-01,Brooklyn,Still Photography,Shooting Permit,9
"1,682",2020-01,Brooklyn,Student,Shooting Permit,8
"1,683",2020-01,Brooklyn,Television,Shooting Permit,197
"1,684",2020-01,Brooklyn,Theater,Theater Load in and Load Outs,5
"1,685",2020-01,Brooklyn,WEB,Shooting Permit,5
"1,686",2020-01,Manhattan,Commercial,Shooting Permit,28
"1,687",2020-01,Manhattan,Documentary,Shooting Permit,18
"1,688",2020-01,Manhattan,Film,Shooting Permit,18
"1,689",2020-01,Manhattan,Still Photography,Shooting Permit,5
"1,690",2020-01,Manhattan,Student,Rigging Permit,3
"1,691",2020-01,Manhattan,Student,Shooting Permit,2
"1,692",2020-01,Manhattan,Television,DCAS Prep/Shoot/Wrap Permit,11
"1,693",2020-01,Manhattan,Television,Shooting Permit,206
"1,694",2020-01,Manhattan,Television,Theater Load in and Load Outs,1
"1,695",2020-01,Manhattan,Theater,Shooting Permit,7
"1,696",2020-01,Manhattan,Theater,Theater Load in and Load Outs,70
"1,697",2020-01,Manhattan,WEB,DCAS Prep/Shoot/Wrap Permit,1
"1,698",2020-01,Manhattan,WEB,Shooting Permit,23
"1,699",2020-01,Queens,Commercial,Shooting Permit,2
"1,700",2020-01,Queens,Film,Shooting Permit,3
"1,701",2020-01,Queens,Television,Rigging Permit,15
"1,702",2020-01,Queens,Television,Shooting Permit,159
"1,703",2020-02,Bronx,Documentary,Shooting Permit,3
"1,704",2020-02,Bronx,Television,DCAS Prep/Shoot/Wrap Permit,2
"1,705",2020-02,Bronx,Television,Shooting Permit,20
"1,706",2020-02,Brooklyn,Commercial,Shooting Permit,13
"1,707",2020-02,Brooklyn,Film,Shooting Permit,11
"1,708",2020-02,Brooklyn,Music Video,Shooting Permit,1
"1,709",2020-02,Brooklyn,Still Photography,Shooting Permit,6
"1,710",2020-02,Brooklyn,Television,DCAS Prep/Shoot/Wrap Permit,1
"1,711",2020-02,Brooklyn,Television,Shooting Permit,169
"1,712",2020-02,Brooklyn,Theater,Theater Load in and Load Outs,22
"1,713",2020-02,Brooklyn,WEB,Shooting Permit,6
"1,714",2020-02,Manhattan,Commercial,DCAS Prep/Shoot/Wrap Permit,1
"1,715",2020-02,Manhattan,Commercial,Shooting Permit,11
"1,716",2020-02,Manhattan,Documentary,Shooting Permit,5
"1,717",2020-02,Manhattan,Film,Shooting Permit,22
"1,718",2020-02,Manhattan,Music Video,Shooting Permit,1
"1,719",2020-02,Manhattan,Still Photography,Shooting Permit,5
"1,720",2020-02,Manhattan,Student,Rigging Permit,2
"1,721",2020-02,Manhattan,Student,Shooting Permit,1
"1,722",2020-02,Manhattan,Television,DCAS Prep/Shoot/Wrap Permit,13
"1,723",2020-02,Manhattan,Television,Rigging Permit,1
"1,724",2020-02,Manhattan,Television,Shooting Permit,240
"1,725",2020-02,Manhattan,Television,Theater Load in and Load Outs,1
"1,726",2020-02,Manhattan,Theater,Shooting Permit,1
"1,727",2020-02,Manhattan,Theater,Theater Load in and Load Outs,94
"1,728",2020-02,Manhattan,WEB,Shooting Permit,7
"1,729",2020-02,Queens,Commercial,Shooting Permit,5
"1,730",2020-02,Queens,Film,Shooting Permit,12
"1,731",2020-02,Queens,Student,Shooting Permit,3
"1,732",2020-02,Queens,Television,DCAS Prep/Shoot/Wrap Permit,3
"1,733",2020-02,Queens,Television,Rigging Permit,1
"1,734",2020-02,Queens,Television,Shooting Permit,112
"1,735",2020-02,Staten Island,Television,Shooting Permit,3
"1,736",2020-03,Bronx,Commercial,Shooting Permit,2
"1,737",2020-03,Bronx,Film,Shooting Permit,2
"1,738",2020-03,Bronx,Television,DCAS Prep/Shoot/Wrap Permit,1
"1,739",2020-03,Bronx,Television,Shooting Permit,23
"1,740",2020-03,Brooklyn,Commercial,Shooting Permit,9
"1,741",2020-03,Brooklyn,Film,Shooting Permit,14
"1,742",2020-03,Brooklyn,Still Photography,Shooting Permit,2
"1,743",2020-03,Brooklyn,Television,Rigging Permit,1
"1,744",2020-03,Brooklyn,Television,Shooting Permit,76
"1,745",2020-03,Brooklyn,Theater,Theater Load in and Load Outs,4
"1,746",2020-03,Brooklyn,WEB,Shooting Permit,4
"1,747",2020-03,Manhattan,Commercial,Shooting Permit,20
"1,748",2020-03,Manhattan,Film,Rigging Permit,2
"1,749",2020-03,Manhattan,Film,Shooting Permit,16
"1,750",2020-03,Manhattan,Still Photography,Shooting Permit,5
"1,751",2020-03,Manhattan,Student,Rigging Permit,2
"1,752",2020-03,Manhattan,Student,Shooting Permit,1
"1,753",2020-03,Manhattan,Television,DCAS Prep/Shoot/Wrap Permit,6
"1,754",2020-03,Manhattan,Television,Rigging Permit,4
"1,755",2020-03,Manhattan,Television,Shooting Permit,130
"1,756",2020-03,Manhattan,Theater,Shooting Permit,1
"1,757",2020-03,Manhattan,Theater,Theater Load in and Load Outs,35
"1,758",2020-03,Manhattan,WEB,Shooting Permit,11
"1,759",2020-03,Queens,Film,Shooting Permit,4
"1,760",2020-03,Queens,Television,Rigging Permit,1
"1,761",2020-03,Queens,Television,Shooting Permit,45
"1,762",2020-03,Staten Island,Television,Shooting Permit,2
"1,763",2020-07,Brooklyn,Television,Shooting Permit,1
"1,764",2020-08,Brooklyn,WEB,Shooting Permit,1
"1,765",2020-08,Manhattan,Theater,Theater Load in and Load Outs,3
